Title,Description,Links,Publication Date
Электронике готовят конвейер // Власти хотят субсидировать производителей гражданской техники,"В правительстве заявили о планах запустить субсидию для выпуска серийного производства гражданской электроники. Таким образом власти намерены нарастить производство ноутбуков, компьютеров, планшетов. В целом же, объем средств, направляемых на поддержку отрасли, Минпромторг намерен увеличить в 2023 году с 144 млрд руб. до 210 млрд руб. Эксперты и участники рынка считают инициативу уместной: банки не готовы выдавать кредиты под такие проекты из-за высоких рисков.",https://www.kommersant.ru/doc/5595359,"Thu, 06 Oct 2022 01:14:00 +0300"
На полки положили шины // Россия впрок запаслась зимней резиной,"Запасы зимних шин к началу сезона в России составили 33 млн штук — это сопоставимо с объемами годовых продаж всех легковых шин в России. Цены на них по сравнению с прошлым годом в среднем выросли в 1,5 раза, чего участники рынка ожидали еще до начала кризиса — из-за стоимости сырья. Общие запасы держатся на уровне 80 млн штук, активно пополняясь импортом из Китая, Кореи и Турции. Причем отгрузки из этих стран в РФ в июле—августе значительно выросли впервые с начала кризиса.",https://www.kommersant.ru/doc/5595354,"Thu, 06 Oct 2022 01:14:00 +0300"
Логопарки не сложились у девелоперов // Объем начатого в этом году строительства упал,"Сокращение спроса на логопарки в Москве и Подмосковье в этом году уже повлияло на темпы строительства. В январе—сентябре 2022 года девелоперы запустили проекты общей площадью 1,9 млн кв. м — это почти в два раза меньше, чем год назад. Сокращение новых строек в этом году приведет к падению в 2023 году до исторического минимума числа новых объектов, вводимых в эксплуатацию, ожидают участники рынка. При восстановлении спроса в будущем такая ситуация грозит дефицитом свободных площадей.",https://www.kommersant.ru/doc/5595352,"Thu, 06 Oct 2022 01:14:00 +0300"
Со звуком и светом вышло нехорошоу // Концерты испытывают нехватку технических специалистов и оборудования,"Продавцы и прокатчики оборудования для организации концертов и шоу столкнулись с дефицитом техники. До 70% звуковых и световых систем приходилось на американских и европейских производителей, и официальные поставки этого оборудования практически прекратились. К тому же специалисты, работающие с этой техникой, зачастую сейчас уезжают из страны или подлежат частичной мобилизации.",https://www.kommersant.ru/doc/5595345,"Thu, 06 Oct 2022 01:14:00 +0300"
Оборудование занесли в суд // Ozon остался без поставок из Литвы,"Начавшаяся в феврале военная спецоперация РФ на Украине нарушила давнее партнерство Ozon с литовским производителем оборудования для складских комплексов Equinox Europe. В маркетплейсе утверждают, что контрагент уведомил о форс-мажоре, который не позволяет осуществлять поставки. Производитель же пытается через суд взыскать с онлайн-ритейлера средства за уже поставленную продукцию.",https://www.kommersant.ru/doc/5595329,"Thu, 06 Oct 2022 01:14:00 +0300"
В мебельные салоны добавят комнат // «Ангстрем» попробует повторить формат IKEA,"После ухода из России шведской IKEA российские игроки мебельного рынка начали борьбу за бывших покупателей шведской компании. Мебельный бренд «Ангстрем» на этом фоне решил ускорить обновление своих салонов, которые оборудует комнатами с готовыми интерьерными решениями. По мнению экспертов, такой формат востребован, но повторить опыт шведского ритейла будет сложно.",https://www.kommersant.ru/doc/5595317,"Thu, 06 Oct 2022 01:14:00 +0300"
Троянский «Мир» // Максим Буйлов о замене российской платежной системы на турецкую,"По сообщениям турецких СМИ, 5 октября в Казани прошла встреча представителей центральных банков России и Турции, на которой обсуждались возможные альтернативы картам «Мир» для российских туристов. Одним из вариантов называется выпуск россиянам карт турецкой платежной системы TROY.",https://www.kommersant.ru/doc/5595029,"Thu, 06 Oct 2022 01:14:00 +0300"
Лизинг с пробегом // Отрасль переходит на активное использование техники б/у,"В условиях дефицита техники и оборудования лизинговым компаниям приходится учиться работать с сегментом техники с пробегом. Это рискованный сегмент, с которым не всегда хотят работать страховые компании. Кроме того, компании сталкиваются с дефицитом качественной техники и ростом конкуренции со стороны сегмента автокредитования, который продолжает наращивать долю автомобилей с пробегом.",https://www.kommersant.ru/doc/5595364,"Thu, 06 Oct 2022 00:06:00 +0300"
В Минэнерго оценили запасы топлива в Крыму,"Крым полностью обеспечен автомобильным топливом, его запасов хватит минимум на 15 дней. Об этом сообщило Минэнерго России. В ведомстве подчеркнули, что уже идет работа по обеспечению продолжения подвоза бензина и дизельного топлива на полуостров. Ранее стало известно, что на Крымском мосту загорелся дизельный поезд.",https://lenta.ru/news/2022/10/08/zapasy/,"Sat, 08 Oct 2022 11:03:00 +0300"
Россиянам назвали способы использования валюты,"С конца февраля россияне столкнулись с трудностями в обращении валюты — сейчас они могут перевести ее в рубли, открыть валютный вклад или инвестировать в ценные бумаги или стартапы, рассказал экономист Юрий Капышек. «Процент маленький. Но хотя бы можно будет сохранить деньги», — отметил специалист.",https://lenta.ru/news/2022/10/08/valuta/,"Sat, 08 Oct 2022 07:31:13 +0300"
В Саудовской Аравии ответили на претензии США из-за сокращения добычи нефти,"Глава МИД Саудовской Аравии Адель аль-Джубейр подчеркнул, что высокие цены на бензин в США — не вина Саудовской Аравии, а следствие нехватки нефтеперерабатывающих заводов (НПЗ) в самих Штатах. Аль-Джубейр заверил, что Саудовская Аравия не ставила целью навредить США, а идея об этом «целиком и полностью неверна».",https://lenta.ru/news/2022/10/08/saud/,"Sat, 08 Oct 2022 04:53:00 +0300"
Германия попросит США и Норвегию снизить цены на газ,"Канцлер Германии Олаф Шольц намерен обсудить с Норвегией, США и другими поставщиками газа возможность снижения цен на импорт в Европу. «Мы едины во мнении, что цены на импорт газа слишком высоки», — отметил политик. По словам канцлера, премьер-министр Норвегии Йонас Гар Стере сообщил, что готов к такому диалогу.",https://lenta.ru/news/2022/10/08/gas/,"Sat, 08 Oct 2022 02:03:00 +0300"
Компания Softline заявила о планах разделить свой бизнес в России,"Поставщик решений для IT и цифровой трансформации компания Softline объявила о намерении приступить к разделению своего бизнеса в России. Глобальная компания Softline планируют сохранить публичный статус на Лондонской фондовой бирже, в то время как российский бизнес вернется под контроль основателя Игоря Боровикова.",https://lenta.ru/news/2022/10/08/softline/,"Sat, 08 Oct 2022 01:50:09 +0300"
"МВФ выделил 1,3 миллиарда долларов Украине","Исполнительный совет Международного валютного фонда (МВФ) в пятницу, 7 октября, одобрил предоставление Украине 1,3 миллиарда долларов в рамках инструмента МВФ для ускоренного финансирования. Средства выделяются на «удовлетворение всех потребностей, связанных с финансированием платежного баланса» страны.",https://lenta.ru/news/2022/10/08/mvf/,"Sat, 08 Oct 2022 00:37:51 +0300"
Эстония назвала условие введения потолка цен на газ,"Премьер-министр Эстонии Кая Каллас заявила, что страна поддержит введение потолка цен на газ, если это не помешает обеспечению поставок топлива. «Например, если мы на мировом рынке намереваемся приобрести СПГ, и на нашей территории будет введен потолок, а на другой — нет, то мы просто лишимся газа», — сказала Каллас.",https://lenta.ru/news/2022/10/07/potolok/,"Fri, 07 Oct 2022 21:44:00 +0300"
Путин подписал указ о создании нового оператора проекта «Сахалин-1»,"Президент России Владимир Путин подписал указ о создании нового оператора проекта «Сахалин-1». Указом правительству поручено создать нового оператора проекта «Сахалин-1», который получит права и обязанности участников проекта и оператора Exxon Neftegas. Новое ООО получит все имущество консорциума.",https://lenta.ru/news/2022/10/07/sakhalin/,"Fri, 07 Oct 2022 21:31:00 +0300"
Фурам из Европы разрешили перевозить грузы в Белоруссии,Власти Белоруссии разрешили европейским компаниям осуществлять международные перевозки по территории страны. Соответствующее разрешение можно оформить в одном из структурных подразделений филиалов Транспортной инспекции в Минске и областных городах. Решение вступает в силу с 10 октября.,https://lenta.ru/news/2022/10/07/furbelorus/,"Fri, 07 Oct 2022 20:10:00 +0300"
Во Франции назвали сроки окончания топливного кризиса,"Дефицит топлива на заправках во Франции, который начался из-за массовых забастовок на нефтеперерабатывающих заводах, должен завершиться через два-три дня, заявил министр преобразования энергетике Франции Аньес Паннье-Рюнаше. Сейчас топливный кризис затронул как минимум 15 процентов заправок.",https://lenta.ru/news/2022/10/07/the_end/,"Fri, 07 Oct 2022 19:38:00 +0300"
США нашли способ ударить по доступу Китая к ключевым технологиям,"Администрация президента США объявила о новых ограничениях, касающихся продажи полупроводников Китаю, сообщает The New York Times. Шаг направлен на то, чтобы ударить по доступу Пекина к ключевым технологиям, необходимым в самых различных секторах. Меры должны сказаться и на прогрессе военных программ Китая.",https://lenta.ru/news/2022/10/07/semi_ch/,"Fri, 07 Oct 2022 19:11:00 +0300"
Цены на газ в Европе обрушились,"К закрытию торгов в пятницу, 7 октября, стоимость газа в Европе обрушилась на 14 процентов — минимум с 21 июля. Фьючерсные контракты по индексу TTF на минимуме стоили 1546,5 доллара, а в течение дня цены опускались примерно на 10 процентов, держались вблизи 1600 долларов.",https://lenta.ru/news/2022/10/07/gasdown/,"Fri, 07 Oct 2022 19:05:00 +0300"
В России стало меньше официальных безработных,"Количество официально зарегистрированных безработных в России снизилось: число таких людей стало меньше на 25 тысяч и сейчас составляет 621,4 тысячи. Об этом заявила вице-премьер Татьяна Голикова. «Мы продолжаем внимательно отслеживать текущую ситуацию на рынке труда», — сказала она.",https://lenta.ru/news/2022/10/07/snij/,"Fri, 07 Oct 2022 18:22:00 +0300"
Цены на нефть резко выросли,"В ходе торгов 7 октября цена нефти эталонной марки Brent превысила 97 долларов за баррель, достигнув в верхней точке 96,35 доллара. Стоимость резко выросла после объявления ОПЕК+ о снижении добычи нефти на 2 миллиона баррелей в сутки от августовских квот. Недельный рост котировок стал максимальным с начала марта.",https://lenta.ru/news/2022/10/07/yep/,"Fri, 07 Oct 2022 17:55:00 +0300"
Каждый второй россиянин отметил ускорение роста цен на продукты в сентябре,"Каждый второй россиянин отметил ускорение роста цен на продукты, товары и услуги в сентябре — об этом заявили 46 процентов опрошенных. Каждый четвертый (23 процента) опрошенный заявил о сохранении темпов прироста цен. При этом почти треть (32 процента) россиян ждут дальнейшего ускорения роста.",https://lenta.ru/news/2022/10/07/rostcenn/,"Fri, 07 Oct 2022 17:07:00 +0300"
От европейских банков потребовали экономии,"Европейский центробанк (ЕЦБ) ужесточает требования к банкам и призвал некоторые кредитные организации к экономии. В частности, регулятор  посоветовал сдержанно подойти к выплате бонусов и дивидендов за 2022 год из опасений, что экономическая ситуация в Европе может ухудшиться.",https://lenta.ru/news/2022/10/07/ecbbanki/,"Fri, 07 Oct 2022 17:00:00 +0300"
На территории «АвтоВАЗа» скопились автомобили без деталей,"На территории российского автоконцерна «АвтоВАЗ» сейчас находится множество выпущенных без деталей автомобилей — отсутствуют бамперы, ремни безопасности, провода головной оптики. Дефицит комплектующих заметил паблик Avtograd news, по его данным, проблемы будут решены в скором времени.",https://lenta.ru/news/2022/10/07/avto/,"Fri, 07 Oct 2022 16:46:00 +0300"
Путин объяснил переход стран СНГ на расчеты в нацвалютах,"Страны СНГ переходят на расчеты в национальных валютах давно и это не привязано к политической конъюнктуре, заявил президент РФ. По его словам, новая схема расчетов позволит укрепить суверенитет стран и углубить интеграцию. «Это будет способствовать укреплению финансового суверенитета наших государств», — сказал он.",https://lenta.ru/news/2022/10/07/natzval/,"Fri, 07 Oct 2022 15:55:00 +0300"
Курс евро превысил 61 рубль впервые с 21 сентября,"Курс евро в ходе торгов на Московской бирже 7 октября превысил 61 рубль, доллар — 61,6 рубля, свидетельствуют данные площадки. В верхней точке европейская валюта достигала 61,26 рубля (плюс 3,66 процента к предыдущему закрытию), в то время как американская валюта — 61,7 рубля.",https://lenta.ru/news/2022/10/07/euro/,"Fri, 07 Oct 2022 15:28:03 +0300"
Названы преграды для импортозамещения в России,"Самый высокий инновационный потенциал среди отраслей с высокой долей импорта товаров и технологий — у производителей компьютеров, электроники и оптических изделий, а также машин и оборудования. Преградами для успешного импортозамещения являются недостаток компетенций и научно-технической базы.",https://lenta.ru/news/2022/10/07/pr/,"Fri, 07 Oct 2022 15:23:00 +0300"
Лукашенко запретил отменять скидки по акции,"Президент Белоруссии Александр Лукашенко подписал директиву о недопустимости роста цен в стране. В том числе она запрещает отменять различные скидки и акции, если в результате стоимость товара вырастет. Документ принят для незамедлительного и жесткого реагирования на ситуацию на потребительском рынке.",https://lenta.ru/news/2022/10/07/genius/,"Fri, 07 Oct 2022 15:22:40 +0300"
В России почти не оказалось довольных своим местом работы людей,"Актуальное место работы устраивает только пять процентов россиян. Менять его в ближайшие пять лет они не планируют. Оставшееся число респондентов планирует сменить компанию, чтобы уйти в смежную отрасль (38 процентов). Перейти на другую должность хотят 33 процента, кардинально сменить профессию — 12 процентов.",https://lenta.ru/news/2022/10/07/nedov/,"Fri, 07 Oct 2022 15:02:00 +0300"
Курс Binance Coin резко упал после кражи миллионов долларов с биржи,"В ходе торгов 7 октября курс криптовалюты Binance Coin (BNB), которая поддерживает экосистему Binance Chain, упал на 3,5 процента до 283,9 доллара за монету. Причиной потери стоимости стал хакерский взлом крупнейшей криптовалютной биржи в мире Binance. Злоумышленникам удалось вывести более 100 миллионов долларов.",https://lenta.ru/news/2022/10/07/bnb/,"Fri, 07 Oct 2022 14:56:00 +0300"
Страны ЕС предупредили о последствиях введения потолка цен на газ,"Введение потолка цен на газ может оставить страны ЕС без энергии. С таким предупреждением выступил премьер-министр Люксембурга Ксавье Беттель. «Возможно, у нас будет потолок цен, но не будет энергии», — сказал глава правительства и добавил, что страны блока — не единственные потребители энергии в мире.",https://lenta.ru/news/2022/10/07/neftposled/,"Fri, 07 Oct 2022 14:39:00 +0300"
Samsung приготовилась к рекордному падению прибыли,"Один из крупнейших мировых производителей смартфонов южнокорейская Samsung готовится к рекордному падению операционной прибыли на 32 процента в третьем квартале по сравнению с аналогичным периодом прошлого года, следует из сообщения компании. Речь идет о сумме в 7,7 миллиарда долларов.",https://lenta.ru/news/2022/10/07/samsung/,"Fri, 07 Oct 2022 14:29:25 +0300"
Швейцарский банк Raiffeisen допустил запрет российских карт UnionPay,"Швейцарский банк Raiffeisen (не связан с одноименной австрийской банковской группой), третий по величине в стране, допустил прекращение обслуживания российских карт UnionPay в своих банкоматах. Представитель пресс-службы подчеркнул, что сейчас россияне могут снимать наличные в банкоматах Raiffeisen.",https://lenta.ru/news/2022/10/07/raiffeisen/,"Fri, 07 Oct 2022 14:27:00 +0300"
В Испании перестали обслуживать выпущенные в России карты UnionPay,"Испанский банк Santander, один из крупнейших в стране, перестал обслуживать выпущенные в России карты платежной системы UnionPay. «Это решение было принято в рамках общей санкционной политики Santander по отношению к России», — пояснил сотрудник пресс-службы банка. Решение уже приводится в исполнение.",https://lenta.ru/news/2022/10/07/santande/,"Fri, 07 Oct 2022 14:21:00 +0300"
В Белоруссии раскрыли сумму ожидаемых от России до конца года средств,"Россия и Белоруссия достигли окончательной договоренности о выделении 1,5 миллиарда долларов на проекты в области импортозамещения. Из этой суммы 330 миллионов долларов ожидаются уже до конца 2022 года. Такие перспективы раскрыл премьер-министр Белоруссии Роман Головченко.",https://lenta.ru/news/2022/10/07/dadut/,"Fri, 07 Oct 2022 13:48:00 +0300"
Производитель бумаги SvetoCopy завершил продажу бизнеса в России,"Американский производитель бумаги SvetoCopy Sylvamo завершил сделку по продаже своего российского бизнеса. Уточняется, что российские предприятия проданы за 420 миллионов долларов. О решении компании уйти из России стало известно в мае. Главный актив — Светогорский целлюлозно-бумажный комбинат в Ленинградской области.",https://lenta.ru/news/2022/10/07/svetocopy/,"Fri, 07 Oct 2022 13:30:13 +0300"
В ЕС нашли объяснение решению ОПЕК+ снизить добычу нефти,"В ЕС нашли объяснение решению ОПЕК+ снизить добычу нефти — глава европейской дипломатии Жозеп Боррель заявил, что оно связано с намерением Запада установить потолок цен на топливо из России. По его словам, сегодня энергетика стала «главным геостратегическим вопросом, связанным с войной и балансом сил в мире».",https://lenta.ru/news/2022/10/07/borrell/,"Fri, 07 Oct 2022 13:28:50 +0300"
Европа заполнила газовые хранилища более чем на 90 процентов,"Европейские подземные газовые хранилища (ПХГ) заполнились более чем на 90 процентов. Темпы закачки топлива опережают уровень прошлого года, однако отстают от октябрьских объемов 2019 и 2020 годов. По состоянию на конец газовых суток 5 октября, в европейских ПХГ находится 97 миллиардов кубометров (90,12 процента).",https://lenta.ru/news/2022/10/07/teplayazima/,"Fri, 07 Oct 2022 13:21:49 +0300"
Угроза запрета экспорта «взвинтила» цены на красную рыбу в России,"В начале сентября глава Росрыболовства Илья Шестаков сообщил о планах ограничить экспорт красной рыбы для стабилизации цен внутри страны. В результате получился обратный эффект: производители почти за месяц «взвинтили» отпускные цены на 22-28 процентов, пишет издание «Коммерсантъ».",https://lenta.ru/news/2022/10/07/ribka/,"Fri, 07 Oct 2022 12:51:00 +0300"
В России резко вырос дефицит врачей,"После начала частичной мобилизации число вакансий для медицинского персонала резко выросло. По сравнению с августом оно увеличилось в два раза. В августе, по данным HeadHunter, медицинским организациям требовались 8,2 тысячи специалистов, в сентябре — почти 17 тысяч. В том числе вырос спрос на молодых специалистов.",https://lenta.ru/news/2022/10/07/doctor_net/,"Fri, 07 Oct 2022 12:50:00 +0300"
Путин подписал закон о трудовых правах мобилизованных,"Российский президент Владимир Путин подписал закон, который включает поправки о трудовых гарантиях мобилизованных на военную службу граждан. Договор работника, проходящего службу по мобилизации, не расторгается, а приостанавливается. Действие договора возобновляется в день выхода мобилизованного на свой прежний пост.",https://lenta.ru/news/2022/10/07/garantii_putin/,"Fri, 07 Oct 2022 12:37:00 +0300"
Добыча угля в России снизилась на 1 процент,"Власти признали влияние эмбарго ЕС на экспорт и добычу угля в России. Минэнерго зафиксировало падение производства угля за январь-август менее чем на 1 процент, также снижение поставок за рубеж, однако конкретные цифры по экспорту в ведомстве не назвали. По итогам года ведомство ожидает падения добычи на 6 процентов.",https://lenta.ru/news/2022/10/07/embargo/,"Fri, 07 Oct 2022 12:18:00 +0300"
Сбербанк начал оформлять кредитные каникулы для мобилизованных,"С 7 октября Сбербанк начал оформлять кредитные каникулы для мобилизованных и участников спецоперации. Об этом сообщается в пресс-релизе, поступившем в редакцию «Ленты.ру». Они могут получить отсрочку по ипотечным и потребительским кредитам на весь срок службы, а также на 30 дней после ее окончания. <br />",https://lenta.ru/news/2022/10/07/kreditniekanikyli/,"Fri, 07 Oct 2022 12:03:53 +0300"
Путин одобрил кредитные каникулы для военнослужащих,"Президент России Владимир Путин подписал закон, согласно которому мобилизованные россияне, участники боевых действий на территориях Донецкой и Луганской народных республик и Украины, а также члены их семей имеют право на кредитные каникулы по потребительским кредитам и займам. Отсрочка одобряется на срок службы.",https://lenta.ru/news/2022/10/07/credit/,"Fri, 07 Oct 2022 11:54:00 +0300"
Спрос россиян на одну услугу вырос почти в семь раз на фоне мобилизации,"Спрос россиян на услуги нотариусов взлетел в 6,5 раза, спрос на консультации адвокатов — в 1,5 раза. По сравнению с периодом 11-20 сентября россияне стали обращаться к нотариусам на 549 процентов чаще. Наибольший рост спроса отмечен в Москве — 570 процентов, и в Санкт-Петербурге — 861 процент.",https://lenta.ru/news/2022/10/07/advok/,"Fri, 07 Oct 2022 11:48:00 +0300"
Цена на газ в Европе упала,"В ходе торгов на лондонской бирже ICE стоимость ноябрьских фьючерсов опускалась до 1677 долларов за тысячу кубометров, что почти на девять процентов ниже уровня начала торгов. По состоянию на 10:55 по московскому времени цена скорректировалась до 1699 долларов за тысячу кубометров.",https://lenta.ru/news/2022/10/07/gas/,"Fri, 07 Oct 2022 11:26:53 +0300"
Россиянам предсказали волну банкротств,"За первые пять дней после отмены моратория на банкротство кредиторы сообщили о планах обанкротить почти 2,5 тысячи своих должников, что сравнимо с показателями целого месяца. Юристы предсказывают волну банкротств в 2023–2024 годах, если государство и бизнес «не подставят друг другу плечо».",https://lenta.ru/news/2022/10/07/volna/,"Fri, 07 Oct 2022 11:02:00 +0300"
Сыр в России подорожал на четверть,"Сыр в российских магазинах с начала 2022 года подорожал почти на четверть (24 процента), а оптовые цены выросли на 20 процентов. Причиной подорожания эксперт назвала рост издержек. Рост цен затронул твердые, полутвердые и мягкие сорта сыра. Себестоимость производства по отношению к 2021 году выросла на 11 процентов.",https://lenta.ru/news/2022/10/07/cheese/,"Fri, 07 Oct 2022 11:00:00 +0300"
Россия столкнулась с невозможностью ремонта вагонов,"В сентябре в России значительно ухудшилась ситуация с ремонтом инновационных вагонов с повышенной нагрузкой на ось (25 тонн). По состоянию на 23 сентября ремонта требовали почти 105 тысяч кассетных подшипников. Поскольку на один вагон нужно восемь таких деталей, речь идет как минимум о 13 тысячах вагонов.",https://lenta.ru/news/2022/10/07/vogony/,"Fri, 07 Oct 2022 10:30:17 +0300"
ЕС назвал способ разморозить активы россиян под санкциями,"Россияне могут разморозить активы, принадлежащие Национальному расчетному депозитарию, если получат разрешение от компетентных органов государства — члена ЕС, к которым относятся регуляторы и министерства финансов. Предоставление средств осуществится на условиях, которые компетентные органы посчитают «целесообразными».",https://lenta.ru/news/2022/10/07/sposob/,"Fri, 07 Oct 2022 10:01:00 +0300"
Россияне бросились открывать счета в банках Грузии,"Более 45 тысяч россиян открыли счета в коммерческих банках Грузии с начала спецоперации на Украине. К 31 августа число россиян со счетами в частных грузинских банках достигло 60 тысяч. На их счетах суммарно находится более 1,88 миллиарда лари (более 670 миллионов долларов). До начала спецоперации эта сумма была меньше.",https://lenta.ru/news/2022/10/07/shet/,"Fri, 07 Oct 2022 09:53:00 +0300"
Оценены потери ушедших из России компаний,"Зарубежные компании, ограничившие деятельность в России или ушедшие из страны, с конца февраля уже потеряли 200-240 миллиардов долларов. По состоянию на начало сентября 34 процента крупных иностранных компаний, работавших в России, ограничили деятельность в стране, 15 процентов передали бизнес новому собственнику.",https://lenta.ru/news/2022/10/07/pot/,"Fri, 07 Oct 2022 09:12:11 +0300"
Стало известно о способах британцев сократить расходы на электроэнергию,"Рядовые жители Великобритании придумывают различные способы, как сократить траты на электроэнергию и согреться. О некоторых лайфхаках британцев рассказало издание The Guardian. Так, например, 52-летняя  Илона Хьюз, которая имеет инвалидность, старается максимально оттянуть момент включения центрального отопления.",https://lenta.ru/news/2022/10/07/cold/,"Fri, 07 Oct 2022 06:39:45 +0300"
Россиян предупредили о рекордном росте числа финансовых пирамид,"По итогам года в России может быть зафиксирован рекордный рост числа финансовых пирамид, рассказал «Ленте.ру» управляющий Федерального общественно-государственного фонда по защите прав вкладчиков и акционеров Марат Сафиулин. Он предупредил, что наиболее активными мошенники стали именно в последние недели.",https://lenta.ru/news/2022/10/06/piramidy/,"Fri, 07 Oct 2022 06:28:40 +0300"
Стало известно о ребрендинге российского бизнеса OBI,"Российское подразделение германской сети гипермаркетов OBI готовится к ребрендингу и может сменить название, сообщает «Коммерсантъ». Как стало известно изданию, в конце сентября российское юридическое лицо сети подало в Роспатент заявку на регистрацию товарного знака HOBI.",https://lenta.ru/news/2022/10/07/rebrending/,"Fri, 07 Oct 2022 06:12:34 +0300"
Маск обвинил руководство Twitter в угрожающем сделке безрассудстве,"Основатель Tesla и SpaceX, американский предприниматель Илон Маск обвинил руководство социальной сети Twitter в безрассудных действиях, ставящих под угрозу завершение сделки. Отмечается, что его советники уведомили соцсеть о намерении миллиардера завершить сделку на условиях, прописанных в окончательном соглашении.",https://lenta.ru/news/2022/10/07/musk/,"Fri, 07 Oct 2022 01:45:44 +0300"
Европейской экономике предрекли катастрофические последствия из-за энергокризиса,"Обозреватель Зоран Метер предрек катастрофические последствия европейской экономике на фоне небывалого энергетического кризиса. По его словам, предсказать окончание тяжелейшего кризиса в странах ЕС пока невозможно, а самые сложные времена еще впереди. Он заявил, что Европа планомерно шла к сложившемуся положению.",https://lenta.ru/news/2022/10/06/europe/,"Thu, 06 Oct 2022 22:49:00 +0300"
ЕС запретит обслуживать суда с подсанкционной российской нефтью,"ЕС запретит обслуживать суда третьих стран, которые перевозят российскую нефть, если ее цена оказывается выше установленного потолка. В документе прописано, что таким судам будет запрещено оказывать техническое обслуживание, брокерские услуги, финансирование и финансовую помощь, включая страхование в будущих перевозках",https://lenta.ru/news/2022/10/06/zapretobsluj/,"Thu, 06 Oct 2022 19:59:00 +0300"
Частные инвесторы начали избавляться от акций американских компаний,"Частные инвесторы стали избавляться от американских акций. Основная волна распродаж пришлась на бумаги техногигантов: Apple, Alphabet, Google и Microsoft. Как заметили аналитики JPMorgan, только на прошлой неделе инвесторы избавились от бумаг на общую сумму 2,4 миллиарда долларов.",https://lenta.ru/news/2022/10/06/amact/,"Thu, 06 Oct 2022 19:40:00 +0300"
